datetime,gFx,gFy,gFz,wx,wy,wz,Azimuth,Pitch,Roll,Bx,By,Bz
2022-06-08 18:12:08+00:00,0.0,0.0,0.0,0.1025,-0.0341,-0.0513,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08 18:12:12+00:00,-0.041635294117647055,-0.0747843137254902,0.9909551820728292,0.008908683473389356,0.008652941176470585,0.022580112044817927,83.13311736694678,6.703557142857142,-2.2982081232492995,-18.596085714285714,5.550491036414566,-53.082381232493
2022-06-08 18:12:16+00:00,0.024862872628726287,-0.0673631436314363,0.9945005420054202,0.011640379403794037,-0.02101571815718157,-0.09489620596205962,97.8055433604336,3.966191598915989,0.31033468834688344,-18.86297669376694,1.294468021680217,-51.436252574525746
2022-06-08 18:12:20+00:00,0.05987299465240641,-0.041661764705882356,0.9983590909090909,-0.024700267379679144,-0.0020264705882352936,-0.26944866310160426,129.45915802139038,2.825388502673797,1.1333762032085561,-15.199904812834225,-8.701877005347594,-52.10642326203208
2022-06-08 18:12:24+00:00,0.08080771276595745,-0.09280079787234041,0.9823667553191489,0.022752659574468086,-0.019568882978723404,0.15069255319148936,154.8381704787234,5.782039095744681,6.452648404255319,-13.832881382978725,-11.560094148936171,-51.42813244680851
2022-06-08 18:12:28+00:00,0.033986472148541114,-0.07241803713527852,0.991492572944297,-0.012711671087533153,0.007951193633952252,0.0040838196286472166,130.75499363395224,3.45394350132626,1.6389018567639257,-15.542678779840848,-8.77353023872679,-51.40631352785146
2022-06-08 18:12:32+00:00,0.06285815217391305,-0.08825353260869565,0.9915116847826088,0.006280434782608695,-0.006080163043478263,-0.5542051630434782,190.62486576086957,3.422981793478261,1.6224652173913043,-0.020227173913043517,-6.9604293478260875,-50.981328804347825
2022-06-08 18:12:36+00:00,0.0643755376344086,-0.076575,0.9937252688172042,0.04731370967741935,-0.012288709677419353,0.005495161290322582,261.5687720430107,3.331184677419355,3.9247938172043013,16.3215935483871,-0.30457956989247315,-51.04256102150537
2022-06-08 18:12:40+00:00,0.032539617486338795,-0.04475273224043716,0.998017213114754,-0.017844808743169405,0.005369672131147536,-0.013979781420765027,262.2622013661202,1.9065434426229508,2.1364377049180328,17.831014207650274,-1.3306434426229508,-50.45100464480874
2022-06-08 18:12:44+00:00,0.04719918478260869,-0.015633423913043478,1.0027277173913043,0.015546467391304348,-0.004702173913043479,-0.029882608695652176,266.29691739130436,0.5052326086956522,2.408788586956522,16.80175,-1.5244149456521738,-51.72270869565217
2022-06-08 18:12:48+00:00,0.04316702997275204,-0.06542643051771117,0.9769253405994551,0.04067193460490464,-0.004787193460490464,0.41628337874659405,202.11425722070845,1.8174220708446869,4.585582561307902,0.8535528610354223,-12.433674114441418,-51.472051498637605
2022-06-08 18:12:52+00:00,0.08534611111111111,-0.01986361111111111,1.0028686111111111,0.038843055555555554,-0.012232222222222222,-0.024365,170.43239333333332,0.1570561111111111,4.283918611111111,-6.6377822222222225,-18.11007222222222,-50.9601825
2022-06-08 18:12:56+00:00,0.06611353591160221,-0.02588342541436464,0.9914522099447515,-0.024545580110497237,0.006686740331491711,-0.38479751381215466,223.37726519337014,0.18252651933701655,2.124176519337017,8.695855248618786,-10.08254226519337,-49.83037486187846
